,Year of Breach,Company Name,Total Records,Type of Organization,Type of Breach
6118,2016,Ohio Department of Mental Health and Addiction Services,59000,MED,DISC
6119,2013,L.A. Gay & Lesbian Center,59000,MED,HACK
6120,2008,"Luxottica Group, Things Remembered",59419,BSR,HACK
6121,2015,"Service Systems Associates, Inc. ",60000,BSO,HACK
6122,2010,University of Wisconsin - Madison,60000,EDU,HACK
6123,2011,HBGary Federal,60000,BSO,HACK
6124,2008,"Harley-Davidson, Inc. (HOG)",60000,BSO,PORT
6125,2017,Pizza Hut,60000,BSO,HACK
6127,2014,Onsite Health Diagnostics,60582,MED,HACK
6128,2014,State of Tennessee State Insurance Plan,60582,MED,HACK
6129,2014,Onsite Health Diagnostics (OHD),60582,MED,HACK
6130,2010,Cincinnati Childrens Hospital Medical Center,60998,MED,PHYS
6131,2010,Cincinnati Children's Hospital Medical Center,61000,MED,PORT
6133,2010,Stony Brook University,61001,EDU,DISC
6134,2017,American esoteric laboratories,61701,UNKN,UNKN
6136,2013,Ferris State University,62000,EDU,HACK
6137,2014,University Pittsburgh Medical Center,62000,MED,HACK
6139,2009,Dezonia Group,63000,BSO,PORT
6140,2014,St. Vincent Breast Center,63000,MED,DISC
6141,2016,University of Central Florida,63000,EDU,HACK
6142,2015,St. Vincent Hospital and Health Care Center Inc.,63325,MED,DISC
6143,2015,"St.Vincent Hospital and Health Care Center, Inc.",63325,MED,DISC
6144,2014,"St. Vincent Hospital and Health Care Center, Inc.",63325,MED,DISC
6146,2011,Neurological Institute of Savannah and Center for Spine (NIOS),63425,MED,PORT
6147,2011,The Neurological Institute of Savannah & Center for Spine,63425,MED,PHYS
6148,2018,Middletown Medical P.C.,63551,MED,DISC
6149,2011,Social Security Administration (SSA),63587,GOV,DISC
6152,2016,Urgent Care Clinic of Oxford,64000,MED,HACK
6153,2016,Urgent Care Clinic of Oxford,64000,MED,HACK
6154,2017,Manduka,64270,UNKN,UNKN
6155,2018,"The Oregon Clinic, P.C. (“The Oregon Clinic”)",64487,MED,HACK
6156,2012,University of Miami Health System,64846,MED,INSD
6157,2012,University of Miami,64846,MED,DISC
6161,2009,Aetna,65000,MED,HACK
6162,2017,"Primary Care Specialists, Inc.",65000,MED,HACK
6163,2016,"East Valley Community Health Center, Inc.",65000,MED,HACK
6164,2012,Apria,65700,MED,PORT
6165,2012,"Apria Healthcare, Inc.",65700,MED,PHYS
6166,2017,RBC Royal Bank,66000,BSF,HACK
6167,2017,Morehead Memorial Hospital,66000,MED,HACK
6168,2012,Howard University Hospital,66601,MED,PORT
6169,2012,"Siemens Medical Solutions, USA",66601,MED,PHYS
6171,2009,CalOptima,68000,MED,PORT
6172,2011,"Stratfor.com, Strategic Forecasting Inc.",68063,BSO,HACK
6173,2016,"Medical Colleagues of Texas, LLP",68631,MED,HACK
6174,2016,"Medical Colleagues of Texas, LLP ",68631,MED,HACK
6175,2016,El paso los angeles limousine express inc,68647,UNKN,UNKN
6177,2008,"DJO, Empi Recovery Services",68857,MED,PORT
6178,2011,Public Broadcasting Service (PBS),69000,NGO,HACK
6179,2015,North East Medical Services (NEMS),69246,MED,PHYS
6180,2011,Family Planning Council,70000,MED,INSD
6186,2008,Antioch University,70000,EDU,HACK
6187,2008,Oklahoma State University,70000,EDU,HACK
6188,2013,Northrop Grunman,70000,BSO,HACK
6189,2016,Poway Unified School District,70000,EDU,DISC
6190,2018,"Tufts Associated Health Maintenance Organization, Inc.",70320,MED,DISC
6191,2012,Robeson County Board of Elections,71000,GOV,PORT
6192,2008,WellCare Health Plans Inc.,71000,MED,DISC
6193,2011,El Paso Independent School DIstrict (EPISD),72000,EDU,HACK
6196,2008,Stanford University,72000,EDU,PORT
6197,2014,Total Bank,72500,BSF,HACK
6198,2012,Digital Playground,72794,BSR,HACK
6199,2013,"AHMC Healthcare, Inc.",73000,MED,PORT
6200,2013,Comcast Phone,74000,BSO,UNKN
6201,2013,University of Delaware,74000,EDU,HACK
6202,2008,The Dental Network,74256,MED,DISC
6203,2014,Visionworks Inc.,74944,MED,PHYS
6207,2010,University of Missouri System,75000,EDU,DISC
6208,2018,The Centers for Medicare and Medicaid Services -,75000,GOV,HACK
6209,2017,Stephenville Medical & Surgical Clinic,75000,MED,DISC
6210,2014,"Amerigroup Texas, Inc. ",75026,MED,PHYS
6211,2010,DentaQuest,76000,MED,DISC
6213,2013,"UW Medicine, Privacy Manager - Breach",76183,MED,HACK
6214,2014,"Central Dermatology Center, P.A.",76258,MED,PHYS
6216,2010,PricewaterhouseCoopers,77000,BSO,UNKN
6217,2017,Salina Family Healthcare Center,77337,MED,HACK
6218,2018,Aimbridge hospitality holdings llc,77587,BSF,UNKN
6219,2011,"Area Agency on Aging, Inc.",78000,MED,PORT
6220,2011,"Area Agency on Aging, Ohio District 5",78042,MED,PHYS
6221,2010,AMR Corporation,79000,BSO,STAT
6222,2011,University of Wisconsin - Milwaukee,79000,EDU,HACK
6223,2010,AMR Corporation,79000,BSO,PORT
6225,2015,Tennessee Rural Health Improvement Association,79000,MED,DISC
6226,2017,Emory Healthcare,79930,MED,HACK
6227,2011,Subway,80000,BSR,HACK
6230,2008,Dave & Buster's,80000,BSO,HACK
6231,2009,New York Police Department,80000,GOV,INSD
6232,2009,Universal American Action Network,80000,MED,DISC
6233,2010,Iowa State Racing and Gaming Commission,80000,GOV,HACK
6234,2013,Deltek Inc.,80000,GOV,HACK
6235,2015,University California Berkeley,80000,EDU,HACK
6236,2017,Emory Healthcare,80000,MED,HACK
6237,2008,"Mariner Health Care, Windham Brannon, SavaSeniorCare Administrative Services, LLC",80124,BSF,PORT
6238,2017,Washington University School of Medicine,80270,MED,HACK
6239,2012,Trident University International,81000,EDU,HACK
6240,2016,Emblem Health - GHI,81122,MED,DISC
6241,2015,City of Philadelphia Fire Department Emergency Medical Services Unit,81463,MED,DISC
6242,2017,Trade motion,81782,UNKN,UNKN
6243,2012,Three Rivers Park District,82000,GOV,HACK
6244,2013,Republic Services,82160,BSO,PORT
6245,2011,"Medassets Inc., Saint Barnabas Health Care System, Cook County Health and Hospitals (CCHHS)",82265,BSO,PORT
6246,2014,Aventura Hospital and Medical Center,82601,MED,DISC
6247,2014,Valesco Ventures,82601,MED,DISC
6248,2009,"Democracy Data & Communications, LLC (",83000,MED,
6249,2010,Providence Hospital,83945,MED,
6251,2009,Blackbaud Inc.,84000,BSO,PORT
6252,2011,Saint Francis Broken Arrow (Broken Arrow Medical Center),84000,MED,STAT
6253,2011,"Patient Care Services at Saint Francis, Inc.",84000,MED,PHYS
6254,2017,Francescas services corporation,84275,UNKN,UNKN
6255,2008,University of North Dakota Alumni Association,84554,EDU,PORT
6256,2015,"OH Muhlenberg, LLC ",84681,MED,HACK
6257,2017,VisionQuest Eyecare,85995,MED,HACK
6258,2012,Bethpage Federal Credit Union,86000,BSF,DISC
6259,2016,SCAN Health Plan,87069,MED,DISC
6260,2016,"Southeast Eye Institute, P.A. dba-Eye associates of Pinellas",87314,MED,HACK
6261,2016,"Southeast Eye Institute, P.A. dba eye Associates of Pinellas",87314,MED,HACK
6262,2012,Housatonic Community College,87667,EDU,HACK
6263,2008,Staten Island University Hospital,88000,MED,STAT
6264,2008,Texas Lottery Commission,89000,GOV,INSD
6265,2011,Alaska Department of Education and Early Development,89519,GOV,PORT
6268,2013,University of Washington Medicine,90000,MED,HACK
6269,2017,Sears,90000,BSR,HACK
6270,2015,Jacobi Medical Center,90060,MED,DISC
6271,2016,Washington State Health Authority (HCA),91000,GOV,INSD
6272,2016,Washington State Health Care Authority (HCA),91187,MED,DISC
6273,2011,"Lincoln Financial Group, Lincoln National Life Insurance Company, Lincoln Life and Annuity Company of New York",91763,BSF,DISC
6275,2008,Dominion Enterprises,92095,BSO,HACK
6277,2010,Buena Vista University,93000,EDU,HACK
6278,2015,Web.com,93000,BSO,HACK
6280,2017,Harrisburg Gastroenterology Ltd,93323,MED,HACK
6281,2011,MidState Medical Center,93500,MED,PORT
6282,2011,Hartford Hospital,93500,MED,PHYS
6283,2011,Michaels Stores Inc.,94000,BSR,CARD
6284,2017,Corporation service company,94148,UNKN,UNKN
6285,2012,"Franklin's Budget Car Sales, Inc.",95000,BSR,DISC
6286,2017,Sears holdings management corporation,95547,BSF,UNKN
6287,2014,NRAD Medical Associates,96998,MED,INSD
6288,2008,Starbucks Corp.,97000,BSR,PORT
6289,2014,"NRAD Medical Associates, P.C.",97000,MED,HACK
6290,2009,University of Florida,97200,EDU,HACK
6292,2008,Forever21,98930,BSR,HACK
6293,2009,Fulton County Board of Registration and Elections,99000,GOV,PHYS
6294,2013,"Crescent Health Inc., Walgreens",100000,MED,STAT
6295,2011,"Rolling Stone, Radar, Corrupted Justice, Nettica, the Rick Ross Institute of New Jersey",100000,BSO,HACK
6296,2012,Florida Department of Children and Families,100000,GOV,DISC
6297,2013,Florida Department of Juvenile Justice,100000,GOV,PORT
6298,2013,Florida Department of Juvenile Justice,100000,MED,STAT
6306,2008,Baylor Health Care System Inc.,100000,MED,PORT
6307,2009,Peninsula Orthopaedic Associates,100000,MED,PORT
6308,2012,"Atkinson & Company LLP Consultants and Certified Public Accountants, The Public Employees Retirement Association (PERA) of New Mexico",100000,BSF,STAT
6310,2009,Binghamton University,100000,EDU,STAT
6311,2012,PlaySpan,100000,BSR,HACK
6312,2013,Scribd,100000,BSO,HACK
6313,2017,IRS Data Retrieval Tool,100000,GOV,HACK
6314,2012,"Alere Home Monitoring, Inc.",100000,MED,PORT
6316,2016,Internal Revenue Service,101000,GOV,HACK
6317,2012,Memorial Healthcare System (MHS),102153,MED,INSD
6318,2008,Health Net Federal Services,103000,MED,DISC
6319,2009,Virginia Department of Education,103000,EDU,PORT
6320,2013,U.S. Department of Energy,104000,GOV,UNKN
6321,2018,C n g financial corporation inc,104649,BSF,UNKN
6322,2010,Colorado Department of Health Care Policy and Financing,105470,GOV,PORT
6323,2010,Governor's Office of Information Technology,105470,MED,PHYS
6324,2018,Boys town national research hospital,105626,UNKN,UNKN
6325,2012,Memorial Healthcare System,105646,MED,PHYS
6328,2017,McLaren Medical Group (MMG),106008,MED,HACK
6329,2017,"McLaren Medical Group, Mid-Michigan Physicians Imaging Center",106008,MED,HACK
6330,2018,Nordstrom inc,107106,UNKN,UNKN
6331,2008,The Princeton Review,108000,EDU,DISC
6332,2017,Stein mart inc,108322,UNKN,UNKN
6333,2013,Crescent Health Inc. - a Walgreens Company,109000,MED,PHYS
6334,2010,"Twin America LLC, CitySights NY",110000,BSO,HACK
6335,2013,Central Hudson Gas & Electric,110000,NGO,HACK
6336,2012,Wisconsin Department of Revenue,110795,GOV,DISC
6340,2016,Community Mercy Health Partners,113528,MED,PHYS
6341,2010,Medical Card System/MCS-HMO/MCS Advantage/MCS Life,115000,MED,DISC
6342,2013,St. Mary's Bank,115775,BSF,HACK
6343,2012,"Alere Home Monitoring, Inc",116506,MED,PHYS
6344,2010,Citigroup Inc.,117600,BSR,DISC
6345,2008,Yale university,119000,EDU,UNKN
6346,2017,FedEx,119000,BSR,DISC
6348,2010,"Apple Inc., AT&T",120000,BSR,HACK
6349,2013,"League of Legends, Riot Games",120000,BSO,HACK
6350,2014,Splash Car Wash,120000,BSR,HACK
6351,2012,"Serco, Inc., Federal Retirement Thrift Investment Board",123201,BSF,HACK
6352,2013,Kirkwood Community College,125000,EDU,HACK
6353,2010,College Center for Library Automation (CCLA),126000,GOV,DISC
6354,2013,"Lifeline (Federal Communications Commission), TerraCom Inc., YourTel America Inc.",127000,GOV,DISC
6355,2017,Catholic United Financial,127310,BSF,HACK
6356,2008,WellPoint,128000,BSO,DISC
6357,2008,Saint Mary's Regional Medical Center,128000,MED,HACK
6358,2017,Arkansas Oral Facial Surgery,128000,MED,HACK
6359,2017,Arkansas Oral & Facial Surgery Center ,128000,MED,HACK
6360,2018,Pharmacy times officeof continuing professional education llc,128211,UNKN,UNKN
6364,2009,Eastern Washington University,130000,EDU,HACK
6365,2010,Lincoln Medical and Mental Health Center,130495,MED,PORT
6366,2010,"Siemens Medical Solutions, USA, Inc",130495,MED,PHYS
6367,2009,National Guard Bureau,131000,GOV,PORT
6369,2011,Oklaholma State Dept. of Health,132940,MED,PHYS
6370,2011,Oklahoma State Department of Health,133000,GOV,PORT
6371,2016,United States Navy Career Waypoints (C-WAY) Database,134386,GOV,DISC
6372,2016,Hewlett Packard Enterprise Services,134386,BSO,HACK
6374,2010,Massachusetts Secretary of State Office,139000,GOV,PHYS
6375,2010,"Massachusetts Secretary of State, Securities Division",139000,GOV,PORT
6376,2017,Global university,139810,EDU,UNKN
6378,2016,Southern New Hampshire University,140000,EDU,DISC
6379,2011,Kiplinger Washington Editors Inc.,142000,BSO,HACK
6380,2013,Virginia Polytechnic Institute and State University (Virginia Tech),144963,EDU,HACK
6382,2013,Citigroup,146000,BSF,DISC
6383,2014,Indiana University,146000,EDU,HACK
6387,2008,"GE Money ,  Iron Mountain",150000,BSF,PORT
6388,2017,[24]7.ai.,150000,BSR,HACK
6389,2015,Advantage Dental,151626,MED,HACK
6390,2015,Advantage Consolidated LLC,151626,MED,HACK
6391,2011,"Ankle and Foot Center of Tampa Bay, Inc.",156000,MED,HACK
6392,2011,"Ankle + Foot Center of Tampa Bay, Inc.",156000,MED,PHYS
6393,2014,Boxee,158128,BSO,HACK
6397,2009,"University of California, Berkeley",160000,EDU,HACK
6398,2013,"Adobe, Washington Administrative Office of the Courts",160000,BSO,HACK
6399,2017,Med Center Health,160000,MED,PHYS
6400,2015,"Empi Inc and DJO, LLC",160000,MED,PHYS
6401,2014,Walgreen Co.,160000,MED,
6403,2018,Macys inc,162507,UNKN,UNKN
6404,2014,Butler University,163000,EDU,HACK
6407,2014,Los Angeles County Department of Health/Sutherland Healthcare Solutions,168000,MED,STAT
6408,2018,Elmcroft senior living inc,168490,UNKN,UNKN
6409,2010,Valdosta State University,170000,EDU,HACK
6410,2012,MilitarySingles.com,171000,BSR,HACK
6412,2017,"Peachtree Neurological Clinic, P.C.",176295,MED,HACK
6413,2011,RxAmerica and Accendo Insurance Company,176300,MED,DISC
6414,2011,Virginia Commonwealth University,176567,EDU,HACK
6415,2016,"Bizmatics, Inc.",177000,MED,HACK
6418,2010,Millennium Medical Management Resources,180111,MED,PORT
6419,2010,"Millennium Medical Management Resources, Inc.",180111,MED,PHYS
6420,2013,Morningstar Document Research,182000,BSF,HACK
6423,2009,BlueCross BlueShield Assn.,187000,MED,PORT
6424,2013,RCR Technology Corporation,187533,MED,
6425,2018,The international mission board,187749,UNKN,UNKN
6426,2017,"Guaranteed Rate, Inc.",187788,BSF,HACK
6428,2012,El Centro Regional Medical Center,189489,MED,PHYS
6429,2013,Digital Archive Management,189489,MED,PHYS
6430,2018,Health equity inc,189957,UNKN,UNKN
6434,2010,"Mesa County, Western Colorado Drug Task Force",200000,GOV,DISC
6435,2011,Bethesda Softworks,200000,BSR,HACK
6436,2012,"United States Navy, Smart Web Move",200000,GOV,HACK
6440,2008,CollegeInvest,200000,NGO,PORT
6441,2010,Digital River Inc.,200000,BSF,HACK
6442,2014,Snapsaved.com,200000,BSO,HACK
6443,2018,"Delta Air Lines, Inc.",200000,BSR,HACK
6444,2016,Illinois Board of Elections,200000,GOV,HACK
6445,2012,Northwest Florida State College,200050,EDU,HACK
6446,2016,"Athens Orthopedic Clinic, P.A.",201000,MED,DISC
6447,2008,Blue Cross and Blue Shield of Georgia,202000,MED,DISC
6448,2018,Newegg inc,202231,UNKN,UNKN
6449,2016,"Premier Healthcare, LLC",205748,MED,PORT
6450,2016,"Premier Healthcare, LLC",205748,MED,PHYS
6452,2010,Army Reserve/Serco Inc.,207000,GOV,PORT
6454,2011,Massachusetts Executive Office of Labor and Workforce Development  (EOLWD),210000,GOV,HACK
6455,2014,Indian Health Service,214000,MED,DISC
6456,2017,CoPilot Provider Services Inc.,220000,BSO,HACK
6457,2009,Oklahoma Housing Finance Agency,225000,GOV,PORT
6459,2008,Davidson Companies,226000,BSF,HACK
6460,2017,Transamerica,226881,UNKN,UNKN
6461,2012,"South Carolina Health and Human Services, South Carolina Medicaid",228435,MED,INSD
6462,2012,South Carolina Department of Health and Human Services,228435,MED,DISC
6466,2011,Seacoast Radiology,231400,MED,HACK
6467,2011,"Seacoast Radiology, PA",231400,MED,HACK
6468,2014,Paytime,233000,BSF,HACK
6469,2012,Western Connecticut State University,235000,EDU,DISC
6471,2009,"University of North Carolina, Chapel Hill",236000,EDU,HACK
6475,2017,Department of Homeland Security,246167,GOV,HACK
6476,2009,National Archives and Records Administration,250000,GOV,PORT
6477,2009,National Archives and Records Administration,250000,GOV,STAT
6478,2013,Twitter,250000,BSO,HACK
6480,2008,Florida Agency for Workforce Innovation,259193,GOV,DISC
6481,2012,TD Bank,260000,BSF,PORT
6482,2008,Wisconsin Department of Health and Family Services,260000,GOV,DISC
6483,2017,Pacific Alliance Medical Center,266123,MED,HACK
6487,2018,LPL Financial llc,270000,UNKN,UNKN
6489,2018,Med associates inc,276057,UNKN,UNKN
6490,2013,"Texas Health Harris Methodist Hospital Fort Worth, Shred-it",277000,MED,PHYS
6491,2013,Shred-it International Inc.,277014,MED,PHYS
6493,2017,"Urology Austin, PLLC",279663,MED,HACK
6494,2018,Oklahoma State University,279865,MED,HACK
6496,2014,AT&T,280000,BSO,INSD
6497,2014,North Dakota University,290780,EDU,HACK
6498,2011,"Southern California Medical-Legal Consultants, Inc. (SCMLC)",300000,BSO,DISC
6499,2011,"Restaurant Depot, Jetro Cash & Carry",300000,BSR,HACK
6500,2012,Arizona State University (ASU),300000,EDU,HACK
6505,2008,Horizon Blue Cross Blue Shield,300000,MED,PORT
6506,2013,Cbr Systems,300000,MED,PORT
6507,2017,Women's Health Care Group of Pennsylvania,300000,MED,HACK
6508,2017,Ancestry's RootsWeb.com,300000,BSR,DISC
6509,2011,Cord Blood Registry,300000,MED,PORT
6510,2017,"Women's Health Care Group of PA, LLC",300000,MED,HACK
6511,2016,"Central Ohio Urology Group, Inc.",300000,MED,HACK
6512,2015,Beacon Health System,306789,MED,HACK
6513,2014,"Touchstone Medical Imaging, LLC",307528,MED,DISC
6515,2014,University of Maryland,309079,EDU,HACK
6517,2012,"Emory Healthcare, Emory University Hospital",315000,MED,PORT
6518,2012,Emory Healthcare,315000,MED,
6519,2016,Time Warner Cable,320000,BSO,HACK
6520,2008,Lifeblood,321000,MED,PORT
6521,2016,Earbits.com,325000,BSO,DISC
6522,2017,Bloomberg,325000,BSF,DISC
6523,2008,University of Florida College of Dentistry,330000,EDU,HACK
6525,2017,Arby's,335000,BSR,HACK
6527,2014,"Sutherland Healthcare Solutions, Inc.",342197,MED,PHYS
6528,2010,"Affinity Health Plan, Inc.",344579,MED,PHYS
6529,2012,University of North Carolina at Charlotte,350000,EDU,DISC
6531,2012,Manwin Holding SARL (Brazzers),350000,BSR,HACK
6532,2014,Morgan Stanley,350000,BSF,INSD
6533,2015,Georgia Department of Community Health,355127,MED,HACK
6534,2011,Citibank,360000,BSF,HACK
6536,2016,Disney Consumer Products and Interactive Media,365000,BSO,HACK
6537,2010,Marsh and Mercer,378000,BSF,PORT
6538,2016,Community Health Plan of Washington,381504,MED,HACK
6540,2015,Medical Informatics Engineering,390000,MED,HACK
6542,2014,"Triple-S Salud, Inc. - Breach Case#2",398000,MED,PHYS
6543,2010,"Triple-S Salud, Inc.",398000,MED,PHYS
6544,2011,"Cambridge Who's Who Publishing, Inc.",400000,BSO,PORT
6545,2009,phpBB.com,400000,BSO,HACK
6546,2012,Nvidia,400000,BSR,HACK
6547,2013,Aaron Brothers,400000,BSR,HACK
6548,2016,Michigan State University,400000,EDU,HACK
