Date Made Public,Company,City,State,Type of breach,Type of organization,Total Records,Description of incident,Information Source,Source URL,Year of Breach,Latitude,Longitude,,,
4/11/2008,"New York-Presbyterian Hospital, Weill Cornell Medical Center ",New York,New York,INSD,MED,49841,"An admissions employee is accused 
            of selling 2,000 patients' data in an identity theft scheme and accessing 
            nearly 50,000 records illegitimately. Records contained names, phone 
            numbers and, in some cases, Social Security numbers of patients. The 
            employee has since been charged with one count of conspiracy involving 
            computer fraud, identity document fraud, transmission of stolen property 
            and sale of stolen property.",Dataloss DB,,2008,40.714269,-74.005973,,,
11/13/2011,Providencenightlife.net,Providence,Rhode Island,HACK,BSO,50000,"Hackers posted data from providencenightlife.net users onto Pastebin.  The data included usernames, clear-text passwords, and email addresses.  ",Databreaches.net,,2011,41.823989,-71.412834,,,
9/25/2006,General Electric (GE),Fairfield,Connecticut,PORT,BSO,50000,"An employee's laptop computer 
            holding the names and Social Security numbers of approximately 50,000 
            current and former GE employees was stolen from a locked hotel room 
            while he was traveling for business.",Dataloss DB,,2006,41.141208,-73.263726,,,
1/26/2007,WellPoint's Anthem Blue Cross Blue Shield,Richmond,Virginia,PORT,MED,50000,"Cassette tapes containing 
            customer information were stolen from a lock box held by one of its 
            vendors. Data included names and SSNs.",Dataloss DB,,2007,37.542979,-77.469092,,,
2/9/2010,California Department of Health Care Services,Sacramento,California,DISC,GOV,50000,"The personal security of nearly 50,000 people may have been breached by the California Department of Health Care Services. Social Security numbers were printed on the address labels of letters that were mailed by the department. State employees mistakenly included the numbers in a list of patient addresses. The list was sent to an outside contractor, who printed and mailed the envelopes.",Dataloss DB,,2010,38.581572,-121.4944,,,
2/25/2012,"Piedmont Behavioral Healthcare (PBH), Alamance-Caswell LME (AC LME)",Concord,North Carolina,DISC,MED,50000,"A miscommunication caused AC LME to lose access to servers containing sensitive health information.  An Alamance County employee mistakenly changed a lock on the facility that housed data servers for AC LME.  It appears that AC LME forgot to inform the county that AC LME was extending a contract for server maintenance.  Former consumers of AC LME, including those who became PBH consumers on October 1, 2011, may have had their personal health information stored on these servers. The servers are now in the possession of the county and could contain the names, Social Security numbers, medical record identification numbers, addresses, and diagnoses of AC LME consumers. LME officials have not had access to the server room without being monitored by a county employee or with the forensics team assigned to examine the servers.",HHS via PHIPrivacy.net,,2012,35.408752,-80.579511,,,
7/18/2012,ITWallStreet.ccom,New York,New York,HACK,BSO,50000,"A hacker may have accessed as many as 12 data files containing detailed information on IT professionals searching for work with Wall Street.  First and last names, mailing addresses, email addresses, usernames, hashed passwords, and phone numbers were posted online.  Many of the passwords were decrypted and displayed in plain-text. Past salaries, salary expectations, contact information for references, and other types of job search information were also exposed.",Media,,2012,40.714353,-74.005973,,,
3/10/2014,Statista,New York,New York,HACK,BSO,50000,"Online statistics portal, Statista, notified customers of a data breach that occurred with their system. The breach was noticed when the company internally started receiving spam emails. The company investigated and approximately 50,000 of its customers username and password combination were compromised.The company has not said whether or not the breach goes beyond access to username and passwords, but at present, this seems to be all that has been affected.The company notified users almost immediately and assured them that the compromised passwords ""cannot be used by third parties due to masking procedures"".  The company did not encourage customers to change their passwords. Experts are questioning how secure the passwords are for those that created accounts prior to December 2013 and have stated that ""the passwords of those who signed up before this data were stored in the Statista database as MD5 hashes. As many experts will tell you, MD5 passwords can be easily cracked"". The main risk for those affected would be a higher incidence of spam and phishing emails, potentially impersonating Statista.",Media,,2014,40.710923,-73.966924,,,
5/30/2014,Arkansas State University College of Education and Behavioral Science's Department of Childhood Services,Jonesboro,Arkansas,HACK,EDU,50000,"Arkansas State University was notified by the Arkansas Department of Human Services of a data breach in their College of Education and Behavioral Science's Department of Childhood Services database, potentially exposing personally identifiable information. According to A-State's Chief Information Officer Henry Torres,  “we have confirmed unauthorized access to data, but we have no reports 
regarding illegal use of the information in these files,” Torres said. 
“We took immediate measures to address this issue after being notified 
by DHS. We are cooperating with DHS and working with programmers to 
assess and resolve the situation.”The breached involved a database related to the ""Traveling Arkansas Professional Pathways (TAPP) Registry, which is a professional development system designed to track and facilitate training and continuing education for early childhood practictioners in Arkansas."" To date, the university has stated that Social Security numbers were compromised in the database, no other information as to the specific data was provided by the university.",Media,,2014,35.842297,-90.704279,,,
2/27/2015,Uber Technologies Inc.,San Francisco,California,HACK,BSO,50000,"Uber notified 50,000 drivers of an unauthorized access to their database which resulted in compromising driver data. The hacking took place in May of 2014. According to the company only names and driver's license numbers were compromised. The company is offering identity protection services for affected drivers. More Information: http://www.bloomberg.com/news/articles/2015-02-27/uber-discloses-databas...",Media,,2015,37.77493,-122.419416,,,
1/4/2016,Regional Income Tax Agency,Brecksville,Ohio,PORT,GOV,50000,"The Regional Income Tax Agency notified indivudals that it lost personal data when a DVD that contained copies of income tax documents went missing. ""The agency stored DVD's off-site at a third party vendor's facility. The missing DVD was discovered when RITA recalles some DVDs to destroy them. The agency has moved to a new more secure backup system, making the DVDs obsolete, according to the agency.""More information: http://www.cleveland.com/metro/index.ssf/2016/01/rita_loses_personal_inf...",Media,,2015,41.319776,-81.62679,,,
